draftRound,draftPick,playerName,position,age,height,weight,collegeAttended,rushingAttempts,rushingYards,avgYardsPerRush,rushingTouchdowns,receptions,receivingYards,avgYardsPerReception,receivingTouchdowns,fortyYardDash,verticalJump,benchPress,broadJump,threeCone,shuttle
4,101,Domanick Williams,RB,22,175,216,LSU,455.0,2056.0,4.5,20.0,41.0,393.0,9.6,1.0,4.63,32.5,22.0,112.0,7.32,4.47
4,104,George Wrighster,TE,22,190,260,Oregon,1.0,1.0,1.0,1.0,53.0,694.0,13.1,7.0,4.89,34.5,16.0,115.0,7.24,4.33
4,105,Onterrio Smith,RB,22,178,214,Oregon,450.0,2388.0,5.3,23.0,26.0,174.0,6.7,3.0,4.48,34.7,19.0,119.0,7.03,4.25
4,106,Shaun McDonald,WR,22,178,183,Arizona St.,14.0,63.0,4.5,1.0,156.0,2867.0,18.4,24.0,4.43,35.8,15.0,121.0,6.92,4.19
4,108,Quentin Griffin,RB,22,170,195,Oklahoma,713.0,3796.0,5.3,44.0,152.0,1240.0,8.2,6.0,4.48,38.0,21.0,123.0,7.03,4.08
4,115,Lee Suggs,RB,23,183,205,Virginia Tech,535.0,2767.0,5.2,53.0,15.0,171.0,11.4,3.0,4.44,34.7,20.0,119.0,7.03,4.25
4,124,Brandon Lloyd,WR,22,183,192,Illinois,12.0,55.0,4.6,0.0,155.0,2527.0,16.3,19.0,4.62,36.0,15.0,121.0,6.92,4.19
4,127,Sam Aiken,WR,22,188,204,North Carolina,7.0,33.0,4.7,0.0,146.0,2195.0,15.0,15.0,4.59,39.5,15.0,121.0,7.22,4.19
4,132,LaBrandon Toefield,RB,22,180,232,LSU,511.0,2149.0,4.2,26.0,25.0,233.0,9.3,1.0,4.6,34.7,19.0,119.0,7.03,4.25
5,139,Bobby Wade,WR,22,178,193,Arizona,12.0,53.0,4.4,0.0,230.0,3351.0,14.6,23.0,4.66,34.5,15.0,115.0,7.01,4.11
5,143,Justin Gage,WR,22,193,208,Missouri,28.0,6.0,0.2,0.0,200.0,2704.0,13.5,18.0,4.45,35.8,15.0,121.0,6.92,4.19
5,156,Donald Lee,TE,23,190,255,Mississippi St.,1.0,-7.0,-7.0,0.0,61.0,611.0,10.0,3.0,4.82,39.0,26.0,120.0,7.42,4.42
5,158,Adrian Madise,WR,23,180,215,TCU,0.0,0.0,0.0,0.0,82.0,1343.0,16.4,7.0,4.49,32.0,15.0,119.0,7.32,4.26
5,161,Aaron Walker,TE,23,198,252,Florida,0.0,0.0,0.0,0.0,56.0,716.0,12.8,9.0,4.72,33.5,24.0,115.0,7.57,4.3
5,167,Doug Gabriel,WR,23,188,215,Central Florida,7.0,52.0,7.4,1.0,97.0,1869.0,19.3,20.0,4.52,35.5,15.0,116.0,7.05,4.16
6,196,LaTarence Dunbar,WR,23,180,196,TCU,41.0,235.0,5.7,3.0,111.0,1560.0,14.1,13.0,4.52,34.0,15.0,122.0,7.41,4.35
6,197,Arnaz Battle,WR,23,185,217,Notre Dame,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58,35.0,15.0,117.0,6.74,4.06
7,221,Keenan Howry,WR,22,178,172,Oregon,13.0,150.0,11.5,1.0,173.0,2698.0,15.6,24.0,4.56,31.5,15.0,114.0,7.34,4.28
7,223,Trent Smith,TE,23,196,245,Oklahoma,0.0,0.0,0.0,0.0,156.0,1458.0,9.3,16.0,4.79,35.5,16.0,118.0,7.23,4.37
7,226,Walter Young,WR,23,196,214,Illinois,2.0,-12.0,-6.0,0.0,141.0,2204.0,15.6,13.0,4.54,39.0,15.0,121.0,6.9,4.25
7,231,Talman Gardner,WR,23,185,205,Florida St.,7.0,39.0,5.6,0.0,90.0,1595.0,17.7,19.0,4.44,34.5,15.0,116.0,7.54,4.43
1,3,Larry Fitzgerald,WR,21,190,218,Pittsburgh,1.0,7.0,7.0,0.0,161.0,2677.0,16.6,34.0,4.48,35.8,15.0,121.0,6.92,4.19
1,6,Kellen Winslow,TE,21,193,254,Miami (FL),0.0,0.0,0.0,0.0,119.0,1365.0,11.5,9.0,4.55,33.7,24.0,120.0,7.14,4.33
1,7,Roy Williams,WR,22,193,210,Texas,16.0,243.0,15.2,3.0,241.0,3866.0,16.0,36.0,4.48,35.8,15.0,121.0,6.92,4.19
1,9,Reggie Williams,WR,21,193,225,Washington,3.0,11.0,3.7,0.0,238.0,3536.0,14.9,22.0,4.56,35.8,15.0,121.0,6.92,4.19
1,13,Lee Evans,WR,23,178,202,Wisconsin,4.0,26.0,6.5,0.0,175.0,3468.0,19.8,27.0,4.39,34.5,15.0,120.0,6.92,4.19
1,15,Michael Clayton,WR,21,193,197,LSU,6.0,63.0,10.5,1.0,182.0,2582.0,14.2,21.0,4.67,32.5,15.0,116.0,6.77,4.09
1,24,Steven Jackson,RB,21,190,229,Oregon St.,743.0,3625.0,4.9,39.0,66.0,680.0,10.3,6.0,4.55,34.7,20.0,119.0,7.03,4.25
1,26,Chris Perry,RB,22,183,224,Michigan,794.0,3657.0,4.6,39.0,64.0,569.0,8.9,2.0,4.56,34.7,19.0,119.0,7.03,4.25
1,29,Michael Jenkins,WR,22,193,217,Ohio St.,0.0,0.0,0.0,0.0,157.0,2746.0,17.5,16.0,4.4,35.8,15.0,121.0,6.92,4.19
1,30,Kevin Jones,RB,22,183,228,Virginia Tech,616.0,3475.0,5.6,35.0,24.0,229.0,9.5,0.0,4.38,38.0,20.0,120.0,7.03,4.25
1,31,Rashaun Woods,WR,23,188,202,Oklahoma St.,0.0,0.0,0.0,0.0,293.0,4414.0,15.1,42.0,4.47,39.0,15.0,125.0,6.93,3.97
1,32,Ben Watson,TE,23,190,251,Georgia,0.0,0.0,0.0,0.0,73.0,945.0,12.9,7.0,4.5,35.5,34.0,123.0,7.38,4.11
2,40,Ben Troupe,TE,22,193,262,Florida,0.0,0.0,0.0,0.0,64.0,958.0,15.0,7.0,4.65,33.7,21.0,116.0,7.14,4.33
2,41,Tatum Bell,RB,23,180,190,Oklahoma St.,634.0,3409.0,5.4,34.0,36.0,258.0,7.2,2.0,4.37,38.5,25.0,117.0,7.03,4.25
2,43,Julius Jones,RB,23,178,210,Notre Dame,634.0,3018.0,4.8,26.0,28.0,250.0,8.9,1.0,4.47,37.5,20.0,121.0,6.97,4.12
2,50,Devery Henderson,WR,22,180,200,LSU,83.0,433.0,5.2,3.0,81.0,1335.0,16.5,19.0,4.41,35.8,15.0,121.0,6.92,4.19
2,54,Darius Watts,WR,22,188,190,Marshall,21.0,188.0,9.0,0.0,272.0,4031.0,14.8,47.0,4.5,35.8,15.0,121.0,6.92,4.19
2,55,Greg Jones,RB,23,185,248,Florida St.,480.0,2535.0,5.3,23.0,24.0,153.0,6.4,0.0,4.55,34.7,20.0,119.0,7.03,4.25
2,61,Kris Wilson,TE,23,190,250,Pittsburgh,0.0,0.0,0.0,0.0,88.0,1431.0,16.3,15.0,4.62,35.0,24.0,119.0,6.88,4.1
2,62,Keary Colbert,WR,22,185,200,USC,6.0,74.0,12.3,1.0,207.0,2964.0,14.3,19.0,4.6,30.0,15.0,121.0,6.92,4.19
3,68,Ben Hartsock,TE,24,193,264,Ohio St.,0.0,0.0,0.0,0.0,57.0,515.0,9.0,5.0,4.8,35.0,23.0,117.0,7.1,3.98
3,77,Derrick Hamilton,WR,22,193,200,Clemson,42.0,340.0,8.1,2.0,163.0,2218.0,13.6,15.0,4.54,35.8,15.0,121.0,6.92,4.19
3,78,Bernard Berrian,WR,23,185,190,Fresno St.,21.0,264.0,12.6,2.0,191.0,2682.0,14.0,23.0,4.58,38.0,15.0,128.0,7.34,4.18
3,81,Chris Cooley,TE,22,190,252,Utah St.,3.0,21.0,7.0,1.0,96.0,1255.0,13.1,11.0,4.87,33.0,22.0,115.0,7.21,4.19
3,82,Devard Darling,WR,22,185,213,Washington St.,5.0,45.0,9.0,1.0,106.0,1666.0,15.7,19.0,4.52,37.0,15.0,129.0,6.92,4.19
4,99,Carlos Francis,WR,23,178,190,Texas Tech,15.0,89.0,5.9,1.0,216.0,3031.0,14.0,21.0,4.33,38.5,15.0,114.0,6.97,4.06
4,105,Samie Parker,WR,23,180,190,Oregon,10.0,67.0,6.7,0.0,178.0,2761.0,15.5,19.0,4.39,36.0,15.0,121.0,6.92,4.19
4,108,Jerricho Cotchery,WR,22,185,200,North Carolina St.,18.0,102.0,5.7,1.0,200.0,3119.0,15.6,21.0,4.54,36.0,15.0,121.0,6.93,3.91
4,109,Tim Euhus,TE,23,196,247,Oregon St.,0.0,0.0,0.0,0.0,98.0,1346.0,13.7,9.0,4.93,34.5,25.0,115.0,6.99,4.13
4,119,Mewelde Moore,RB,22,180,210,Tulane,909.0,4364.0,4.8,21.0,189.0,2059.0,10.9,15.0,4.65,35.0,20.0,118.0,7.05,4.12
4,120,Ernest Wilford,WR,25,193,218,Virginia Tech,0.0,0.0,0.0,0.0,126.0,2052.0,16.3,11.0,4.79,40.5,15.0,130.0,6.92,4.17
4,128,Cedric Cobbs,RB,23,185,225,Arkansas,589.0,3018.0,5.1,26.0,26.0,138.0,5.3,1.0,4.75,40.0,20.0,123.0,7.03,4.25
5,134,Johnnie Morant,WR,22,193,229,Syracuse,6.0,34.0,5.7,1.0,88.0,1535.0,17.4,7.0,4.51,41.0,15.0,130.0,7.34,4.22
5,144,Sean Ryan,TE,24,196,254,Boston Col.,0.0,0.0,0.0,0.0,75.0,950.0,12.7,12.0,4.97,32.5,22.0,115.0,7.14,4.33
5,149,Maurice Mann,WR,21,185,190,Nevada,4.0,8.0,2.0,0.0,53.0,827.0,15.6,5.0,4.57,34.0,15.0,118.0,6.92,4.19
5,151,Mark Wilson,TE,23,198,295,California,2.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,5.36,28.5,24.0,108.0,7.53,4.49
5,154,Michael Turner,RB,22,178,237,Northern Illinois,940.0,4941.0,5.3,43.0,43.0,451.0,10.5,3.0,4.49,31.0,22.0,114.0,7.5,4.15
5,157,D.J. Hackett,WR,23,188,199,Colorado,1.0,-9.0,-9.0,0.0,96.0,1224.0,12.8,11.0,4.53,41.0,15.0,131.0,6.79,4.08
5,163,Drew Carter,WR,23,190,200,Ohio St.,2.0,13.0,6.5,0.0,41.0,632.0,15.4,1.0,4.36,35.8,15.0,121.0,6.92,4.19
5,164,P.K. Sam,WR,20,190,210,Florida St.,3.0,7.0,2.3,0.0,76.0,1066.0,14.0,7.0,4.54,34.5,15.0,121.0,7.04,4.19
6,168,Jamaar Taylor,WR,23,183,197,Texas A&M,5.0,28.0,5.6,0.0,108.0,1705.0,15.8,10.0,4.46,35.8,15.0,121.0,6.92,4.19
6,171,Triandos Luke,WR,22,178,190,Alabama,2.0,4.0,2.0,0.0,90.0,1072.0,11.9,9.0,4.51,38.0,15.0,124.0,7.06,4.17
6,191,Troy Fleming,RB,23,188,230,Tennessee,84.0,342.0,4.1,1.0,73.0,492.0,6.7,5.0,4.62,32.0,20.0,120.0,6.94,3.91
7,208,Adimchinobe Echemandu,RB,23,178,225,California,238.0,1195.0,5.0,13.0,22.0,185.0,8.4,0.0,4.58,34.7,15.0,119.0,7.03,4.25
7,211,Sloan Thomas,WR,22,188,200,Texas,2.0,21.0,10.5,0.0,88.0,1362.0,15.5,12.0,4.5,35.8,15.0,121.0,6.92,4.19
7,214,Jonathan Smith,WR,22,178,194,Georgia Tech,37.0,194.0,5.2,1.0,174.0,2238.0,12.9,12.0,4.78,32.5,15.0,114.0,6.92,4.35
7,219,Quincy Wilson,RB,23,175,225,West Virginia,474.0,2608.0,5.5,20.0,25.0,147.0,5.9,1.0,4.6,33.5,26.0,118.0,7.68,4.36
7,220,Jeff Dugan,TE,23,193,261,Maryland,0.0,0.0,0.0,0.0,55.0,649.0,11.8,3.0,5.0,28.0,21.0,109.0,7.4,4.32
7,232,Michael Gaines,TE,24,190,280,Central Florida,2.0,4.0,2.0,0.0,22.0,306.0,13.9,3.0,5.06,33.0,18.0,109.0,7.44,4.18
7,245,Courtney Anderson,TE,23,201,270,San Jose St.,0.0,0.0,0.0,0.0,36.0,477.0,13.3,7.0,4.89,30.0,17.0,106.0,7.86,4.45
1,2,Ronnie Brown,RB,23,183,233,Auburn,513.0,2707.0,5.3,28.0,58.0,668.0,11.5,2.0,4.43,34.0,18.0,117.0,7.1,4.08
1,3,Braylon Edwards,WR,22,190,211,Michigan,10.0,72.0,7.2,0.0,252.0,3541.0,14.1,39.0,4.45,35.8,15.0,121.0,6.92,4.19
1,4,Cedric Benson,RB,22,180,222,Texas,1112.0,5540.0,5.0,64.0,69.0,621.0,9.0,3.0,4.62,34.7,20.0,119.0,7.03,4.25
1,5,Cadillac Williams,RB,23,180,217,Auburn,741.0,3831.0,5.2,45.0,45.0,342.0,7.6,1.0,4.43,35.5,19.0,118.0,6.94,4.15
1,7,Troy Williamson,WR,22,185,203,South Carolina,12.0,101.0,8.4,0.0,91.0,1754.0,19.3,13.0,4.32,35.8,15.0,121.0,6.99,4.19
1,10,Mike Williams,WR,21,196,229,USC,5.0,35.0,7.0,0.0,176.0,2579.0,14.7,30.0,4.56,36.5,15.0,121.0,6.92,4.19
1,22,Mark Clayton,WR,23,178,193,Oklahoma,14.0,82.0,5.9,0.0,220.0,3236.0,14.7,31.0,4.41,36.5,15.0,118.0,6.95,4.07
1,27,Roddy White,WR,23,185,201,Ala-Birmingham,1.0,17.0,17.0,0.0,163.0,3112.0,19.1,26.0,4.46,35.8,15.0,121.0,6.92,4.19
1,30,Heath Miller,TE,22,196,256,Virginia,1.0,6.0,6.0,0.0,144.0,1703.0,11.8,20.0,4.79,33.7,21.0,116.0,7.14,4.33
2,35,Reggie Brown,WR,24,185,197,Georgia,11.0,87.0,7.9,0.0,144.0,2008.0,13.9,12.0,4.45,41.5,15.0,128.0,6.99,3.94
2,39,Mark Bradley,WR,23,185,201,Oklahoma,4.0,73.0,18.3,1.0,34.0,685.0,20.1,9.0,4.37,39.5,15.0,128.0,6.96,3.98
2,44,J.J. Arrington,RB,22,175,214,California,396.0,2625.0,6.6,20.0,42.0,299.0,7.1,3.0,4.4,35.0,18.0,121.0,6.81,4.1
2,54,Eric Shelton,RB,22,185,246,Louisville,341.0,1858.0,5.4,30.0,7.0,54.0,7.7,0.0,4.53,38.5,20.0,124.0,7.44,4.08
2,55,Roscoe Parrish,WR,23,178,168,Miami (FL),19.0,186.0,9.8,1.0,86.0,1355.0,15.8,12.0,4.37,35.8,15.0,121.0,6.92,4.19
2,58,Terrence Murphy,WR,22,185,202,Texas A&M,17.0,209.0,12.3,1.0,172.0,2600.0,15.1,10.0,4.39,35.8,15.0,121.0,6.92,4.19
3,65,Frank Gore,RB,22,175,212,Miami (FL),348.0,1975.0,5.7,17.0,23.0,225.0,9.8,0.0,4.58,34.7,20.0,119.0,7.03,4.25
3,68,Courtney Roby,WR,22,183,189,Indiana,31.0,207.0,6.7,2.0,170.0,2524.0,14.8,12.0,4.41,36.5,15.0,126.0,6.6,3.94
3,71,Alex Smith,TE,23,193,258,Stanford,0.0,0.0,0.0,0.0,107.0,1291.0,12.1,8.0,4.88,33.7,28.0,116.0,7.14,4.33
3,73,Vernand Morency,RB,25,175,212,Oklahoma St.,451.0,2661.0,5.9,23.0,11.0,119.0,10.8,1.0,4.66,33.5,19.0,108.0,7.02,4.12
3,77,Ryan Moats,RB,22,173,210,Louisiana Tech,499.0,3112.0,6.2,28.0,48.0,441.0,9.2,2.0,4.46,36.0,19.0,117.0,7.22,4.1
3,83,Chris Henry,WR,22,193,197,West Virginia,1.0,2.0,2.0,0.0,93.0,1878.0,20.2,22.0,4.5,35.8,15.0,121.0,6.92,4.19
3,86,Kevin Everett,TE,23,196,241,Miami (FL),1.0,-3.0,-3.0,0.0,32.0,400.0,12.5,3.0,4.72,33.7,21.0,116.0,7.14,4.33
3,96,Brandon Jones,WR,22,185,208,Oklahoma,1.0,0.0,0.0,0.0,82.0,1187.0,14.5,14.0,4.42,37.0,15.0,114.0,7.03,4.08
4,109,Marion Barber,RB,22,180,221,Minnesota,575.0,3276.0,5.7,35.0,21.0,190.0,9.0,0.0,4.49,40.0,20.0,127.0,7.03,4.25
4,112,Ciatrick Fason,RB,22,185,207,Florida,315.0,1877.0,6.0,14.0,46.0,408.0,8.9,5.0,4.58,34.7,20.0,119.0,7.03,4.25
4,116,Craphonso Thorpe,WR,22,183,187,Florida St.,6.0,13.0,2.2,0.0,123.0,2153.0,17.5,18.0,4.38,35.8,15.0,121.0,6.92,4.19
4,127,Alvin Pearman,RB,23,175,208,Virginia,500.0,2394.0,4.8,19.0,138.0,1396.0,10.1,8.0,4.63,34.0,24.0,114.0,7.06,4.08
4,130,Darren Sproles,RB,22,168,190,Kansas St.,815.0,4979.0,6.1,45.0,66.0,609.0,9.2,2.0,4.47,33.0,23.0,105.0,6.96,3.96
5,140,Airese Currie,WR,22,178,186,Clemson,14.0,26.0,1.9,0.0,137.0,2025.0,14.8,10.0,4.49,38.0,15.0,125.0,7.05,4.07
5,144,Jerome Collins,TE,23,193,267,Notre Dame,0.0,0.0,0.0,0.0,6.0,67.0,11.2,0.0,4.71,33.7,21.0,118.0,7.14,4.33
5,174,Rasheed Marshall,WR,24,183,185,West Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,38.0,15.0,121.0,6.81,3.95
6,179,Bo Scaife,TE,24,190,249,Texas,0.0,0.0,0.0,1.0,75.0,997.0,13.3,5.0,4.75,32.5,24.0,114.0,7.21,4.12
6,182,Cedric Houston,RB,23,180,225,Tennessee,501.0,2634.0,5.3,17.0,39.0,369.0,9.5,1.0,4.61,34.7,20.0,119.0,7.03,4.25
6,185,Chad Owens,WR,23,170,183,Hawaii,9.0,62.0,6.9,1.0,239.0,3031.0,12.7,29.0,4.62,37.0,15.0,116.0,6.7,3.94
6,190,Tab Perry,WR,23,190,229,UCLA,3.0,20.0,6.7,1.0,84.0,1547.0,18.4,6.0,4.46,34.0,15.0,116.0,7.0,4.19
6,198,Joel Dreessen,TE,23,193,260,Colorado St.,1.0,2.0,2.0,0.0,123.0,1295.0,10.5,10.0,4.72,36.0,22.0,113.0,7.09,4.01
6,201,DeAndra Cobb,RB,24,178,196,Michigan St.,134.0,900.0,6.7,4.0,15.0,89.0,5.9,0.0,4.49,34.0,17.0,118.0,7.13,4.25
7,225,Paris Warren,WR,23,183,213,Utah,48.0,281.0,5.9,3.0,156.0,1885.0,12.1,16.0,4.71,31.5,15.0,121.0,6.92,4.19
7,236,Lionel Gates,RB,23,185,233,Louisville,319.0,1486.0,4.7,20.0,40.0,469.0,11.7,2.0,4.6,36.0,23.0,121.0,7.17,4.1
7,244,Noah Herron,RB,23,180,224,Northwestern,462.0,2524.0,5.5,26.0,72.0,781.0,10.8,2.0,4.6,31.0,17.0,108.0,6.95,3.97
7,249,Billy Bajema,TE,22,196,261,Oklahoma St.,0.0,0.0,0.0,0.0,52.0,709.0,13.6,4.0,4.74,31.5,16.0,113.0,7.05,4.25
1,2,Reggie Bush,RB,21,183,200,USC,433.0,3169.0,7.3,25.0,95.0,1301.0,13.7,13.0,4.37,34.7,20.0,119.0,7.03,4.25
1,6,Vernon Davis,TE,22,190,244,Maryland,2.0,5.0,2.5,0.0,83.0,1371.0,16.5,9.0,4.38,42.0,33.0,128.0,7.0,4.17
1,21,Laurence Maroney,RB,21,180,210,Minnesota,660.0,3933.0,6.0,32.0,21.0,197.0,9.4,1.0,4.48,34.7,20.0,119.0,7.03,4.25
1,25,Santonio Holmes,WR,22,178,185,Ohio St.,3.0,18.0,6.0,0.0,140.0,2295.0,16.4,25.0,4.35,35.8,15.0,121.0,6.92,4.19
1,27,DeAngelo Williams,RB,23,173,210,Memphis,969.0,6026.0,6.2,55.0,70.0,723.0,10.3,5.0,4.45,35.5,25.0,121.0,7.03,4.25
1,28,Marcedes Lewis,TE,22,198,267,UCLA,0.0,0.0,0.0,0.0,126.0,1571.0,12.5,21.0,4.8,37.0,23.0,118.0,7.24,4.82
1,30,Joseph Addai,RB,23,180,210,LSU,490.0,2576.0,5.3,18.0,66.0,641.0,9.7,6.0,4.4,38.5,18.0,125.0,7.09,4.47
2,36,Chad Jackson,WR,21,185,205,Florida,17.0,90.0,5.3,2.0,120.0,1586.0,13.2,16.0,4.32,38.5,15.0,122.0,6.73,3.97
2,44,Sinorice Moss,WR,22,173,185,Miami (FL),9.0,59.0,6.6,0.0,68.0,1106.0,16.3,9.0,4.38,35.8,15.0,121.0,6.92,4.19
2,45,LenDale White,RB,21,188,240,USC,541.0,3159.0,5.8,52.0,31.0,331.0,10.7,5.0,4.49,34.7,20.0,119.0,7.03,4.25
2,46,Joe Klopfenstein,TE,22,196,250,Colorado,0.0,0.0,0.0,0.0,86.0,1076.0,12.5,13.0,4.63,36.0,27.0,112.0,7.39,4.21
2,52,Greg Jennings,WR,22,180,195,West. Michigan,18.0,92.0,5.1,0.0,238.0,3539.0,14.9,39.0,4.42,36.5,15.0,117.0,6.68,4.16
2,53,Anthony Fasano,TE,22,193,255,Notre Dame,0.0,0.0,0.0,0.0,92.0,1112.0,12.1,8.0,4.72,33.5,19.0,112.0,6.94,4.34
2,60,Maurice Jones-Drew,RB,21,173,205,UCLA,481.0,2503.0,5.2,26.0,64.0,819.0,12.8,7.0,4.39,36.0,18.0,116.0,7.08,4.38
2,61,Tony Scheffler,TE,23,196,255,West. Michigan,0.0,0.0,0.0,0.0,117.0,1345.0,11.5,13.0,4.54,33.5,17.0,115.0,6.81,4.01
3,72,Leonard Pope,TE,22,203,264,Georgia,0.0,0.0,0.0,0.0,65.0,1044.0,16.1,10.0,4.62,37.5,22.0,118.0,7.47,4.67
3,74,Brian Calhoun,RB,22,178,200,Wisconsin,619.0,2760.0,4.5,27.0,90.0,909.0,10.1,4.0,4.57,31.5,18.0,124.0,7.05,4.2
3,78,Travis Wilson,WR,22,185,210,Oklahoma,3.0,66.0,22.0,1.0,105.0,1315.0,12.5,17.0,4.47,36.5,15.0,120.0,6.7,3.99
3,79,Jerious Norwood,RB,23,183,205,Mississippi St.,573.0,3222.0,5.6,15.0,43.0,186.0,4.3,2.0,4.4,36.5,15.0,122.0,6.81,4.25
3,82,Derek Hagan,WR,21,185,205,Arizona St.,0.0,0.0,0.0,0.0,258.0,3939.0,15.3,27.0,4.45,36.0,15.0,124.0,6.92,4.07
3,84,Brandon Williams,WR,22,178,175,Wisconsin,19.0,118.0,6.2,0.0,202.0,2924.0,14.5,10.0,4.48,34.5,15.0,115.0,6.87,4.07
3,86,David Thomas,TE,23,190,240,Texas,0.0,0.0,0.0,0.0,98.0,1367.0,13.9,15.0,4.67,37.5,19.0,113.0,7.05,4.34
3,90,Maurice Stovall,WR,21,193,215,Notre Dame,2.0,1.0,0.5,0.0,130.0,2195.0,16.9,18.0,4.57,35.0,15.0,122.0,6.81,4.14
3,93,Dominique Byrd,TE,22,188,255,USC,1.0,1.0,1.0,0.0,81.0,968.0,12.0,4.0,4.79,33.7,21.0,116.0,7.14,4.33
3,95,Willie Reid,WR,23,178,190,Florida St.,63.0,309.0,4.9,3.0,91.0,1046.0,11.5,3.0,4.34,37.5,15.0,117.0,7.06,4.26
4,98,Owen Daniels,TE,23,190,245,Wisconsin,4.0,18.0,4.5,0.0,62.0,852.0,13.7,8.0,4.65,34.5,23.0,114.0,6.87,4.1
4,100,Michael Robinson,WR,23,185,225,Penn St.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.57,35.8,15.0,121.0,6.92,4.19
4,109,Jason Avant,WR,23,183,210,Michigan,0.0,0.0,0.0,0.0,169.0,2247.0,13.3,13.0,4.62,37.0,20.0,118.0,6.92,4.19
4,111,Demetrius Williams,WR,23,185,190,Oregon,12.0,76.0,6.3,1.0,162.0,2660.0,16.4,20.0,4.52,38.0,15.0,127.0,6.84,4.08
4,117,Leon Washington,RB,24,173,210,Florida St.,369.0,2041.0,5.5,12.0,55.0,481.0,8.7,1.0,4.42,32.5,17.0,105.0,6.94,4.37
4,119,Brandon Marshall,WR,22,196,232,Central Florida,3.0,5.0,1.7,0.0,112.0,1674.0,14.9,13.0,4.52,37.0,15.0,120.0,6.92,4.19
4,125,Skyler Green,WR,21,175,195,LSU,31.0,258.0,8.3,1.0,111.0,1129.0,10.2,9.0,4.53,34.0,15.0,118.0,6.92,4.19
5,144,Marques Hagans,WR,23,178,202,Virginia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,35.0,15.0,114.0,7.03,4.38
5,145,Jerome Harrison,RB,23,175,195,Washington St.,482.0,2800.0,5.8,25.0,34.0,275.0,8.1,1.0,4.47,34.5,19.0,124.0,6.77,4.07
5,150,Jason Pociask,TE,23,190,266,Wisconsin,0.0,0.0,0.0,0.0,12.0,144.0,12.0,0.0,4.84,32.5,23.0,115.0,7.31,4.3
5,155,Jeff King,TE,23,196,250,Virginia Tech,0.0,0.0,0.0,0.0,58.0,724.0,12.5,12.0,4.83,32.5,21.0,109.0,6.99,4.09
5,163,David Kirtman,RB,23,183,232,USC,21.0,94.0,4.5,1.0,46.0,470.0,10.2,2.0,4.76,29.5,20.0,106.0,7.18,4.31
5,166,Quinn Sypniewski,TE,24,198,265,Colorado,0.0,0.0,0.0,0.0,44.0,563.0,12.8,5.0,4.77,32.5,20.0,114.0,7.09,4.52
6,170,Wali Lundy,RB,22,178,215,Virginia,742.0,3193.0,4.3,43.0,114.0,895.0,7.9,9.0,4.48,35.0,18.0,111.0,6.99,4.36
6,171,Mike Hass,WR,23,185,210,Oregon St.,2.0,18.0,9.0,0.0,220.0,3924.0,17.8,20.0,4.59,32.0,15.0,116.0,6.97,4.14
6,190,Jeff Webb,WR,24,188,200,San Diego St.,2.0,16.0,8.0,0.0,234.0,2890.0,12.4,20.0,4.4,37.0,15.0,126.0,6.81,4.08
7,218,Todd Watkins,WR,23,190,185,BYU,1.0,-4.0,-4.0,0.0,101.0,1720.0,17.0,15.0,4.4,36.0,15.0,118.0,7.13,4.24
7,233,Devin Aromashodu,WR,22,188,202,Auburn,1.0,6.0,6.0,0.0,71.0,1333.0,18.8,9.0,4.35,39.0,15.0,120.0,7.04,4.16
7,244,Tim Massaquoi,TE,24,188,253,Michigan,0.0,0.0,0.0,0.0,46.0,489.0,10.6,2.0,4.85,33.7,32.0,116.0,7.14,4.33
7,246,Quinton Ganther,RB,22,178,215,Utah,314.0,1774.0,5.6,9.0,32.0,363.0,11.3,2.0,4.5,35.0,29.0,119.0,7.19,4.25
7,249,Ben Obomanu,WR,22,183,203,Auburn,8.0,154.0,19.3,2.0,97.0,1313.0,13.5,18.0,4.45,38.0,15.0,116.0,7.17,4.21
7,251,David Anderson,WR,23,178,195,Colorado St.,4.0,18.0,4.5,0.0,223.0,3634.0,16.3,20.0,4.57,34.0,15.0,116.0,6.88,4.2
1,2,Calvin Johnson,WR,21,196,237,Georgia Tech,10.0,40.0,4.0,1.0,178.0,2927.0,16.4,28.0,4.35,35.8,15.0,121.0,6.92,4.19
1,7,Adrian Peterson,RB,22,185,220,Oklahoma,748.0,4041.0,5.4,41.0,24.0,198.0,8.3,1.0,4.4,38.5,20.0,127.0,7.09,4.4
1,9,Ted Ginn,WR,22,180,180,Ohio St.,28.0,213.0,7.6,3.0,135.0,1943.0,14.4,15.0,4.38,35.8,15.0,121.0,6.92,4.19
1,12,Marshawn Lynch,RB,21,180,215,California,490.0,3230.0,6.6,29.0,68.0,600.0,8.8,6.0,4.46,35.5,20.0,125.0,7.05,4.55
1,23,Dwayne Bowe,WR,22,188,221,LSU,1.0,2.0,2.0,0.0,154.0,2403.0,15.6,26.0,4.51,33.0,15.0,125.0,6.81,4.35
1,27,Robert Meachem,WR,22,188,214,Tennessee,7.0,3.0,0.4,0.0,125.0,2140.0,17.1,17.0,4.39,37.5,15.0,121.0,6.97,4.31
